coordinate,in_range
"(119.99663865500796, 30.06169224191139)",False
"(119.95756212144968, 30.02305908086407)",False
"(120.04738421839008, 30.01777784552076)",False
"(119.96304209259954, 29.96469590864119)",False
"(119.99423053246329, 29.94726478232738)",False
"(119.97947751320802, 29.94014738533015)",False
"(120.02334815185317, 30.0572931788311)",False
"(120.01103990522012, 30.0668262266084)",False
"(119.98455991634924, 29.93056190359366)",False
"(120.0465430038201, 29.96095325667278)",False
"(120.05811137957814, 30.00847685810448)",False
"(120.04196754982365, 30.04008955910369)",False
"(120.03436247923173, 30.04796291408418)",False
"(119.94280303144473, 29.96892140775765)",False
"(120.0207778390924, 30.05098598203109)",False
"(119.97957736381791, 30.05011436255603)",False
"(120.05076948006781, 30.02758614677033)",False
"(120.04420408547234, 30.02020914798262)",False
"(119.9718066975107, 30.04480786782358)",False
"(119.99647684933711, 29.93533806749988)",False
"(120.04315608510977, 29.9637946750321)",False
"(119.96824779486752, 29.94222632607756)",False
"(120.04916325561189, 30.0360265999185)",False
"(120.05232711548679, 29.98036765388819)",False
"(120.04842613358095, 29.96451355960042)",False
"(119.96547039736865, 29.94512179368508)",False
"(120.02350936393799, 30.04937889127063)",False
"(120.02360876972571, 29.95041231756018)",False
"(120.02024269755404, 30.04967281771512)",False
"(119.99350667852079, 29.94064847068716)",False
"(120.04244615140693, 30.04602588922718)",False
"(120.04419499146759, 29.98341870441685)",False
"(119.9536821275037, 30.00675650854794)",False
"(120.0412935518511, 30.04477608405705)",False
"(119.96209154565013, 29.95889449896285)",False
"(119.96949374544059, 30.02274020792447)",True
"(119.97331779789205, 30.05604309670923)",False
"(120.02255413089235, 30.06577778410562)",False
"(119.96755244337947, 29.94843080803313)",False
"(120.01490537704717, 30.06703338089252)",False
"(119.99315029382815, 29.93739097348809)",False
"(120.00677992805853, 29.93802877307193)",False
"(119.98668696304699, 30.05987221081919)",False
"(119.95839900447163, 30.05115388127641)",False
"(119.99712335952967, 29.94720375319747)",False
"(120.01781142305265, 30.05194595818226)",False
"(120.05811278020687, 29.99577824597994)",False
"(119.98740973631823, 29.94337828971071)",False
"(120.02193946122861, 29.93601486348652)",False
"(119.94715220387309, 29.98017230234922)",False
"(120.0432331865128, 30.04129856027403)",False
"(119.95749941946204, 30.05226003905447)",False
"(119.95374582104871, 29.98628671331414)",False
"(120.01831183338862, 29.93492335454665)",False
"(120.03157632213775, 29.94981546878942)",False
"(120.06111047364054, 30.00891434375692)",False
"(119.97455244813297, 30.06244482000544)",False
"(119.97298005006112, 30.04916325561189)",False
"(119.95499818634843, 29.99008740963618)",False
"(120.05237143339885, 30.02845658546007)",False
"(120.04240733685364, 29.96892410522005)",False
"(119.95966868316158, 29.95040735523103)",False
"(119.96170924109205, 29.96787638716526)",False
"(120.0476776166019, 29.96506206928312)",False
"(120.03147728909103, 29.94272654046167)",False
"(120.05221284586912, 29.98849902902054)",False
"(120.03492794495016, 29.95705150978921)",False
"(119.96321716352406, 30.05134123221348)",False
"(120.0533095037886, 30.02896629616457)",False
"(120.05858144637179, 29.97802112307927)",False
"(120.05847650854643, 29.97326581011474)",False
"(120.04903070959257, 29.95886622315972)",False
"(120.00587833501422, 29.94626969047756)",False
"(119.95040213810458, 29.97732493456304)",False
"(119.95300259802674, 30.01763271782347)",False
"(119.95395094036961, 29.98634752641506)",False
"(119.9746685436377, 30.05320600050005)",False
"(120.0483525205042, 30.04056481753195)",False
"(119.94018512476131, 29.97755835913377)",False
"(119.975997723676, 30.05041420074046)",False
"(119.99713722293792, 29.94745819442205)",False
"(120.03982703745409, 30.00566619294327)",True
"(120.0, 30.06723553255658)",False
"(120.05173660468462, 29.97188835559628)",False
"(119.93840387257367, 29.99101481266202)",False
"(119.96747643831809, 30.04539616551359)",False
"(120.06163791143682, 30.00447784634413)",False
"(119.97363122888359, 30.04797842473803)",False
"(119.99205730981416, 30.07259933316057)",False
"(120.0, 29.93928381272024)",False
"(119.96309497205695, 29.9599825503201)",False
"(120.03300488258775, 29.93994705827463)",False
"(119.94860185060038, 30.04311991453877)",False
"(120.05146154273062, 29.98866451924519)",False
"(119.97630228300349, 30.00650468852275)",True
"(119.97904681738466, 29.94858374888896)",False
"(119.95949306403477, 30.04392312814875)",False
"(119.9769941069114, 30.04832140488369)",False
"(120.00751192227442, 30.06866194389007)",False
"(119.970797507977, 30.04076063914067)",False
"(120.00740566625322, 29.93230927821507)",False
"(119.9691587310259, 29.95695196717104)",False
"(120.00613148404005, 29.99871257864124)",True
"(120.04394523997769, 30.01302874006103)",False
"(119.99062628027303, 30.05674055221925)",False
"(119.9827343523653, 30.05035423656889)",False
"(119.96246198418639, 29.95384208527001)",False
"(119.9850194007147, 29.99738155655897)",True
"(119.97042071028311, 30.0538200175966)",False
"(120.03846285307351, 29.96773201064979)",False
"(119.97398371753165, 30.06384040729872)",False
"(120.05027894218644, 29.97268039229948)",False
"(119.96955196579547, 29.94459928712441)",False
"(119.94987727838877, 29.97708498009835)",False
"(119.99685891449273, 30.05764972278586)",False
"(120.04446281135847, 29.95752683891812)",False
"(119.99296760294033, 29.9357211064379)",False
"(119.98836630148183, 29.92957945218112)",False
"(119.99649950648957, 30.06424609582352)",False
"(119.96770498281028, 30.05876132963535)",False
"(120.02051201357271, 29.94966631752279)",False
"(120.05064214192582, 29.97684751240977)",False
"(119.9966743517188, 29.93896291551093)",False
"(119.97308514960427, 30.06604537038443)",False
"(120.02856185803373, 29.95460638355308)",False
"(120.0570656173162, 29.99585431985091)",False
"(119.99043916162401, 30.05787320988193)",False
"(120.00269663739522, 29.97015310915297)",True
"(120.01852111827968, 30.06582040269298)",False
"(119.9836961062881, 30.02573115848593)",True
"(119.98861254519569, 30.06892999713972)",False
"(120.03138511527942, 29.94289425226986)",False
"(120.0318104686602, 30.03911514415757)",False
"(119.99362990265148, 29.94177478803153)",False
"(120.01003102455762, 29.93928068159671)",False
"(120.01151123512338, 29.9303207417491)",False
"(120.0349311231329, 30.05551634643949)",False
"(119.98056496890723, 30.0690682686412)",False
"(120.05126949300409, 30.04301197966476)",False
"(120.05682439640914, 30.0)",False
"(119.99404131955036, 30.05446469861458)",False
"(119.9962684613799, 30.06848656826313)",False
"(120.02999082277432, 29.95233531710935)",False
"(120.04369117044179, 30.04737590816376)",False
"(119.98975924493045, 30.06198884911362)",False
"(120.01923569217105, 30.06835985741564)",False
"(120.04196754982365, 30.04008955910369)",False
"(119.95828549540519, 30.05129345556387)",False
"(120.04817522594233, 30.0)",False
"(120.02291501990165, 30.06683029548164)",False
"(120.03853257256316, 30.04738085272085)",False
"(119.95989215688051, 29.95650962258367)",False
"(119.95553718864153, 29.95752683891812)",False
"(119.99645433696324, 30.06507511199172)",False
"(120.02285526746644, 29.93334396894922)",False
"(119.98188408612067, 30.05283398760601)",False
"(119.98685249540898, 30.03568616236016)",True
"(119.95354509000309, 29.96595806286872)",False
"(119.94410747539769, 29.98342916832931)",False
"(119.94833468113838, 29.97637973813309)",False
"(119.95275974770654, 30.02998820629927)",False
"(119.9549190590415, 30.0244952174449)",False
"(119.96361333967687, 30.0447421721181)",False
"(119.95288428642407, 29.98962177897999)",False
"(120.00303807094332, 29.94424094878008)",False
"(119.96539971530636, 29.95170515867444)",False
"(120.05072499316996, 29.99631495097859)",False
"(119.99281155611772, 29.93429477669343)",False
"(120.03175220513248, 29.94222632607756)",False
"(120.01181501383539, 30.07151807703079)",False
"(119.9619614552095, 30.04677338076714)",False
"(120.05197709740806, 30.01950102459708)",False
"(120.0, 29.94365112991247)",False
"(120.04466220391814, 30.04842883470094)",False
"(120.03195877001733, 29.96070249986947)",False
"(119.96176730936665, 30.03652182977751)",False
"(120.03424238580189, 30.01848779678148)",True
"(119.96293818888279, 30.05890266791105)",False
"(120.03029897321395, 29.93636026445082)",False
"(119.98227643810374, 29.93701395544532)",False
"(119.98579774398604, 30.03404748941656)",True
"(119.98056496890723, 30.0690682686412)",False
"(120.04175605396496, 29.96496921582824)",False
"(119.97799829904001, 30.06416665499595)",False
"(120.01958320374159, 29.930405154979)",False
"(120.02164035395181, 29.94689752419267)",False
"(119.94703582155188, 30.0)",False
"(119.9963221553824, 30.06750109863733)",False
"(119.95494139942831, 30.00327339919764)",False
"(120.03668361947574, 29.94169839544752)",False
"(119.96815668361816, 30.05793945238062)",False
"(120.01979987072089, 29.97535187103947)",True
"(119.95381882820271, 29.95588537276958)",False
"(120.04929937302612, 30.04135916908552)",False
"(119.98071427993646, 30.06853764668187)",False
"(120.0329169866059, 30.05989301350075)",False
"(120.06196317971873, 30.00450147630421)",False
"(119.99642083389105, 30.06569000859997)",False
"(119.96722528739399, 30.04574672026006)",False
"(120.04746628420412, 29.98592735233958)",False
"(120.0320247612486, 30.05826959438254)",False
"(119.9438056456022, 30.02569083856567)",False
"(120.01642559921883, 29.94162665889116)",False
"(120.03559840813345, 30.04377291264692)",False
"(119.94049108520888, 30.02232684911157)",False
"(120.01017132542108, 29.93843141911596)",False
"(119.99611182577556, 30.07136137034909)",False
"(119.99428113828014, 29.95799065483375)",True
"(119.9855625264743, 30.0649290963195)",False
"(120.0531023852517, 30.03891317538618)",False
"(120.04827735862541, 29.96462258118034)",False
"(119.93787482476372, 30.0045132448898)",False
"(120.04779534989653, 29.99302796798032)",False
"(120.0, 29.92737732463024)",False
"(120.01084563951781, 29.93434969325551)",False
"(119.94882926118484, 30.03749767406336)",False
"(119.94627915209747, 30.0)",False
"(119.96038217811497, 30.0378449782914)",False
"(119.9809151783322, 29.93217630660689)",False
"(119.93901401664044, 30.01343343794227)",False
"(119.9450122484814, 30.02987819024217)",False
"(119.96876246720966, 30.04360113516028)",False
"(120.0039791971295, 29.92696804627094)",False
"(119.9837587294639, 30.01802605126862)",True
"(120.04454198242438, 30.04829847420957)",False
"(120.04127882624663, 30.03463041920395)",False
"(119.98012206561182, 30.04877773867741)",False
"(120.05653476282636, 30.00410711484437)",False
"(119.9711144584917, 29.94744226899483)",False
"(119.94816611521298, 30.02369732654757)",False
"(120.0480608746174, 30.01424892986849)",False
"(120.02989623463212, 30.04172896034162)",False
"(120.03522926045792, 30.05599017875684)",False
"(119.9412916356985, 30.01293174472381)",False
"(120.0066620072708, 30.06089338423812)",False
"(119.98833948968854, 30.0027081621686)",True
"(120.05098548241328, 29.97669054459457)",False
"(120.03282885529217, 30.05973265708581)",False
"(120.05299865855102, 29.97120260496136)",False
"(119.97440908050916, 29.93720337540798)",False
"(119.94565319045346, 30.01611256316015)",False
"(120.06305331917169, 30.0)",False
"(120.05120633471925, 30.00746960124878)",False
"(119.96400530795307, 30.04426019570359)",False
"(119.95705150978921, 30.04657059326687)",False
"(120.0, 30.05562795933216)",False
"(120.05541275368529, 30.02533350769243)",False
"(119.95920240967315, 29.94983401081062)",False
"(120.02830074907128, 29.94055731941732)",False
"(119.96618452834358, 29.94625676843114)",False
"(120.03201534976566, 29.955313193212)",False
"(120.03741183725218, 29.95399723836356)",False
"(120.0398395602214, 30.04319946861684)",False
"(119.96649524370689, 29.94675059113727)",False
"(120.02597054846909, 30.05454834475644)",False
"(120.04423392198632, 29.96758559232107)",False
"(120.0465430038201, 30.03904674332722)",False
"(120.01488696352403, 29.94709466678895)",False
"(119.94283796506333, 29.97855366488498)",False
"(119.99613234398856, 30.07098479056822)",False
"(120.00312839420079, 30.05741679366042)",False
"(119.99685891449273, 30.05764972278586)",False
"(119.94700116335814, 30.02422991723859)",False
"(119.94752199748818, 29.99618759905686)",False
"(120.02258248318624, 29.96778137597741)",True
"(120.05398846919377, 29.99607786727731)",False
"(120.05050670018221, 30.01112515671948)",False
"(119.96190307898537, 29.94682457755235)",False
"(120.0, 30.07150246412886)",False
"(119.96649524370689, 30.05324940886273)",False
"(120.00395915066883, 29.92733596777361)",False
"(119.97634052570993, 30.05805712161182)",False
"(119.95480086061876, 30.03312171439587)",False
"(119.98945246566858, 29.93615416932142)",False
"(119.95967956441217, 30.02954662345654)",False
"(119.98107197624894, 29.94479754215375)",False
"(119.96244502581588, 29.9475810232411)",False
"(119.97947751320802, 29.94014738533015)",False
"(119.94988563744397, 29.97276981842387)",False
"(120.06018244386375, 30.01325644156775)",False
"(119.96466825036376, 30.04344502104398)",False
"(119.95027559808622, 29.99638764153208)",False
"(119.93905227091908, 30.00889060378466)",False
"(120.02679860192757, 30.04259125774582)",False
"(119.93791430835093, 30.0)",False
"(120.01576710861052, 30.05603319531664)",False
"(119.97904681738466, 29.94858374888896)",False
"(120.00894829603158, 30.05416539784014)",False
"(119.97358242131175, 29.94451271633202)",False
"(120.03599469204693, 29.95573980429641)",False
"(119.97352158695072, 30.04817792008807)",False
"(119.95932431141952, 29.97019304883983)",False
"(119.94400112379711, 30.00406818396722)",False
"(119.94918307271706, 30.00741279737308)",False
"(120.0065467126183, 29.95975491199473)",True
"(119.99604084933117, 30.07266403222639)",False
"(120.0382863555207, 29.95292190343194)",False
"(120.01739430297181, 30.06181592325473)",False
"(119.98526305069917, 30.06627591724453)",False
"(120.0453961655136, 29.95663525109078)",False
"(120.02310746485439, 29.95146525454306)",False
"(120.00948643383359, 30.0574228278621)",False
"(120.0230340597671, 30.06717746818392)",False
"(120.02523097301894, 30.06191336506405)",False
"(119.95166029782804, 29.98935216990031)",False
"(119.94246968340133, 30.0)",False
"(120.03082628515719, 29.94391105312273)",False
"(120.04826696294064, 30.02622637698988)",False
"(120.01928586305495, 30.05624607493742)",False
"(120.04166198648015, 29.97355288795574)",False
"(120.04848891716586, 30.04067924601747)",False
"(120.04871389343037, 30.01827671958184)",False
"(119.96516353314684, 29.95137549722747)",False
"(120.05228327622584, 30.03831293618727)",False
"(119.98817661105095, 30.05317287394707)",False
"(119.95077148453713, 29.98540489181805)",False
"(120.04559250478478, 30.0)",False
"(119.94680791491515, 29.98004313031438)",False
"(119.94344777935018, 30.00824941953575)",False
"(120.04203232253192, 29.97331779789205)",False
"(119.96492894149387, 29.95104805579867)",False
"(119.95347610526171, 30.02527926200669)",False
"(119.9775596594238, 29.99993552673217)",True
"(120.02015212574602, 30.04945056685661)",False
"(120.00749079164952, 30.06846880161186)",False
"(119.95730194043843, 29.95370095769683)",False
"(119.95145930027846, 29.98930789598752)",False
"(120.03289371404647, 30.02515822992907)",True
"(119.9783744242077, 30.06306970826832)",False
"(120.0, 29.93137802193837)",False
"(120.0, 30.06004773182319)",False
"(120.01949691588, 30.01707905859355)",True
"(119.9438056456022, 29.97430916143433)",False
"(119.96917371484281, 29.94391105312273)",False
"(120.03432708122104, 30.05455633722604)",False
"(120.01721501099804, 30.02841225871414)",True
"(120.06107238320297, 30.01810653909418)",False
"(119.97346285409942, 30.0421757233435)",False
"(119.97358242131175, 29.94451271633202)",False
"(119.9501105122183, 29.96344122060103)",False
"(120.02078730402552, 29.93937506158604)",False
"(120.05996198653666, 30.00874681095551)",False
"(120.03612582068538, 29.9555785644338)",False
"(120.03974078251275, 29.95113349465152)",False
"(119.98488672759801, 30.06796834070344)",False
"(120.05382170728474, 30.01595688257044)",False
"(119.94211068805214, 29.98283716739143)",False
"(119.98573647828962, 30.06414678948777)",False
"(120.05655222064982, 29.99175058046425)",False
"(119.93949485975406, 30.01332752219293)",False
"(120.01796431360842, 30.05239185441376)",False
"(119.96806583231691, 30.05810475785885)",False
"(120.00649332147921, 29.94064847068716)",False
"(119.97141693323009, 29.94799262689385)",False
"(120.05046294900349, 30.03697900905523)",False
"(120.00659024208315, 29.93976257799198)",False
"(120.01885564098592, 30.05499135780782)",False
"(120.00970793683527, 30.05876361924484)",False
"(120.0445385369889, 29.97172684796022)",False
"(120.0, 30.06395374814035)",False
"(119.95359911255386, 30.03892751635171)",False
"(119.94657295128832, 29.99611865312801)",False
"(119.94367631888827, 30.03060408205319)",False
"(119.98965597419988, 29.93738603743599)",False
"(120.01335983160328, 30.06008265860627)",False
"(119.95343128709975, 30.04448482639664)",False
"(119.94530978674713, 29.96528254363695)",False
"(119.94178454850277, 29.98274047461163)",False
"(119.99614264402287, 29.92920425048796)",False
"(119.9963547513986, 29.9330971503737)",False
"(119.9999927403294, 29.99058081744956)",True
"(120.04346107890537, 29.9635388038275)",False
"(120.0, 30.06159617790118)",False
"(119.96275850264966, 30.03124334634224)",False
"(120.05313703878343, 29.98829545620795)",False
"(120.06062092925073, 30.00884293264332)",False
"(119.97862885160255, 30.06232768587211)",False
"(119.94650966440085, 30.02445461988892)",False
"(120.02915163238362, 29.99348328694857)",True
"(120.02381360930318, 30.05843534790252)",False
"(120.03816265130226, 29.95307401399619)",False
"(120.05178495573745, 30.00755400620188)",False
"(120.05370438023083, 29.97985092488659)",False
"(119.98755887431177, 29.99910495466052)",True
"(119.95780726071706, 30.0457511053431)",False
"(119.98858147431993, 30.06911807387985)",False
"(119.96628778193319, 30.05357912971533)",False
"(119.98905679654261, 30.06624087612028)",False
"(120.02270714271233, 29.97293416507954)",True
"(120.01115622691832, 30.00534768067495)",True
"(119.97702538306687, 30.0670041066867)",False
"(119.94152349145357, 29.97326581011474)",False
"(119.98211408147456, 29.93643697199591)",False
"(120.04561257001173, 30.04945935085139)",False
"(120.02377876463984, 29.9901228850763)",True
"(120.00661425033054, 29.9395431331049)",False
"(119.99669836393383, 30.06059637775346)",False
"(119.94396109363, 30.02561977110292)",False
"(119.95473599245392, 30.04323850483084)",False
"(120.01469454072571, 30.0660851947851)",False
"(119.9773679761106, 29.94446410147752)",False
"(119.98384964496503, 29.96132900795999)",True
"(119.93955082068686, 29.98207822634321)",False
"(120.0225950405185, 30.04745845323425)",False
"(120.05162917504782, 30.03277430321026)",False
"(120.04021390373094, 30.04944826995093)",False
"(120.03663228072357, 30.03499303603239)",False
"(120.02629603548439, 29.93547311697174)",False
"(120.01819124024946, 29.94694632750628)",False
"(119.95606405918116, 30.04764132149068)",False
"(119.95139192353639, 29.97358827528355)",False
"(120.0200611450297, 29.95077268740708)",False
"(119.94822095765566, 30.03286943926875)",False
"(119.96336771927643, 29.96500696396761)",False
"(120.00682652605063, 29.93760284897393)",False
"(119.94890611100793, 29.9722375821277)",False
"(120.01113576726716, 30.06740649416973)",False
"(119.95852503639387, 30.00740111717412)",True
"(119.94559389367276, 30.03453710472047)",False
"(119.94462218623863, 29.97922307781417)",False
"(120.04752649857802, 29.96517280785239)",False
"(119.95261578160992, 29.98222215447924)",False
"(120.05032019638651, 30.03687440061636)",False
"(119.97340571312976, 29.94414155979511)",False
"(119.95607943833376, 29.95804482367486)",False
"(120.0076994887325, 30.07037637558273)",False
"(120.0082177055077, 30.03893418269778)",True
"(120.03816265130226, 30.04692598600381)",False
"(119.94607418089501, 30.02930117776573)",False
"(119.98165903508331, 30.05349033559916)",False
"(119.97091455616525, 29.94707854333306)",False
"(119.97301726841097, 30.06621194157051)",False
"(120.04067568858048, 30.02980695116017)",False
"(120.05017703764298, 30.03676949456989)",False
"(120.03256303022661, 30.05924898388599)",False
"(119.94293419106222, 30.01691868314749)",False
"(120.04283305429199, 29.94733114085059)",False
"(120.02315248759024, 30.0675228559011)",False
"(120.06159612742633, 29.99101481266202)",False
"(119.94104023423789, 30.00860061440404)",False
"(120.05587007067555, 29.97903839042933)",False
"(120.00321618181925, 30.05902799840365)",False
"(120.00723241030984, 30.06610709386266)",False
"(119.94680791491515, 29.98004313031438)",False
"(120.0518960398998, 30.0281982752544)",False
"(120.02996850763432, 30.05452820617603)",False
"(119.93803682028127, 30.00450147630421)",False
"(120.01017132542108, 29.93843141911596)",False
"(119.95630882955821, 30.04737590816376)",False
"(119.98889609479318, 29.93278637173107)",False
"(119.95161576992692, 30.0)",False
"(120.0484964493751, 29.99647684933712)",False
"(119.99694886202458, 29.9440011237971)",False
"(120.02214174140046, 30.05433281219285)",False
"(119.97342715651422, 30.0652061320937)",False
"(120.0261481080645, 29.95242307541461)",False
"(119.99321214513529, 29.95693210685425)",True
"(119.9458612730232, 29.97524894965309)",False
"(120.0033256482812, 30.06103708448907)",False
"(120.05772581620542, 29.9736090103517)",False
"(120.0305665148895, 29.95142036448137)",False
"(119.97081511846037, 30.0531023852517)",False
"(119.98659353708007, 29.93970762816063)",False
"(120.03625647507455, 29.9554179077229)",False
"(120.01527755192822, 29.93129285127981)",False
"(120.0030641492838, 30.05623767846409)",False
"(120.03719448357673, 29.95966868316158)",False
"(119.94242549681029, 29.97367818737671)",False
"(120.04111851951969, 29.96550406836898)",False
"(120.02919682114748, 30.06132478363482)",False
"(120.02581357691408, 29.95303176049717)",False
"(120.05948032684533, 29.99567889699857)",False
"(120.04434185906958, 29.97590637070286)",False
"(120.0399780430237, 29.95084175172917)",False
"(119.95226836860193, 29.98948611020193)",False
"(119.94686296121657, 29.98829545620795)",False
"(119.96548058307961, 29.95755384859306)",False
"(119.94258320633958, 29.99582880773228)",False
"(119.95414093191673, 29.98989858142395)",False
"(119.9734939199627, 29.94432682876387)",False
"(120.00311565119793, 29.94281708427161)",False
"(119.99431355071283, 30.0519763980012)",False
"(120.04049845162156, 29.97032292724048)",False
"(120.06143213985254, 30.0)",False
"(119.94898879323836, 29.95720470674965)",False
"(120.00595868044964, 30.05446469861458)",False
"(119.98021430710438, 29.95144860935913)",False
"(119.94490585013291, 30.00400245777013)",False
"(119.99559883005402, 30.04254844601983)",True
"(119.94220281184603, 29.97831536495807)",False
"(119.94227418379458, 29.9736090103517)",False
"(119.97793623488016, 29.9356523385655)",False
"(120.03613833972935, 29.96547880177478)",False
"(120.062447905591, 29.99546330952444)",False
"(119.94126295854308, 30.02203725385468)",False
"(119.95481998929122, 30.02065531980842)",False
"(120.03396707061209, 29.95823303083663)",False
"(120.04780673084619, 29.97814380078419)",False
"(119.94571857154719, 30.0)",False
"(119.9799388549703, 29.95077268740708)",False
"(119.99675917274892, 29.94051967315467)",False
"(120.03354684325015, 30.04125024449586)",False
"(120.02580447745895, 29.93667933329387)",False
"(119.99263726550708, 30.06729830849706)",False
"(119.97156046311952, 30.04519921034397)",False
"(119.94435682415563, 30.01225657287855)",False
"(120.05372084790253, 30.0)",False
"(120.0500248370425, 30.0)",False
"(119.99242503951044, 30.06923813813617)",False
"(120.04479862528198, 29.98671825107368)",False
"(119.94622759747645, 30.02921781720488)",False
"(119.94037021539094, 29.99130164820383)",False
"(119.9755795772868, 29.94007561478795)",False
"(120.05513778659015, 30.02995971342301)",False
"(119.96945696389784, 30.0555735704341)",False
"(119.9951599793029, 29.97875904617461)",True
"(120.0076994887325, 30.07037637558273)",False
"(119.94171795520982, 30.00850175348291)",False
"(119.94697977993658, 29.98010761148354)",False
"(119.9452322122418, 29.992010880332)",False
"(119.97913430495932, 29.94879843145963)",False
"(119.9503826516687, 29.97303987648498)",False
"(120.05081410215556, 29.97676889592687)",False
"(120.00890861381373, 30.05392519533578)",False
"(120.00687280811322, 29.93717981259683)",False
"(119.96255896219337, 30.03576560233703)",False
"(119.9675260616783, 30.05908687965914)",False
"(119.97649567147693, 30.05767641506899)",False
"(120.02551933635904, 30.06262096935398)",False
"(119.95054497176359, 30.03624040951024)",False
"(120.00347768874968, 30.06382755002724)",False
"(120.05216713771743, 30.00760975608147)",False
"(120.0016419449687, 30.00029624358016)",True
"(120.00637009734852, 29.94177478803153)",False
"(120.05177904234434, 30.03286943926875)",False
"(120.04797842473803, 30.03515836148855)",False
"(119.95166382803673, 29.9538268059272)",False
"(120.04670058906483, 30.01028678116693)",False
"(120.01548044995141, 30.06961963422308)",False
"(120.03902364661903, 30.04231474414037)",False
"(119.95110417569626, 30.04102061630445)",False
"(119.96954775285585, 29.95160197123114)",False
"(119.99296760294033, 29.9357211064379)",False
"(120.05127199680949, 29.98870627069739)",False
"(119.98294130997235, 30.06062322102154)",False
"(120.0, 29.94154171519634)",False
"(120.00369941573875, 29.9321029970961)",False
"(119.97203221250754, 30.05874333058577)",False
"(119.94003272992772, 29.97750118288603)",False
"(120.01885564098592, 30.05499135780782)",False
"(120.0507206728687, 30.03219758421643)",False
"(119.95072722908695, 30.01848640200121)",False
"(120.0575963498073, 29.99159827062795)",False
"(119.9799388549703, 29.95077268740708)",False
"(120.02679860192757, 30.04259125774582)",False
"(119.96504604051361, 29.95121150181157)",False
"(119.94146022592925, 30.01735567947716)",False
"(120.05757450318971, 29.97367818737671)",False
"(119.94833204045379, 29.98468165346797)",False
"(120.05159280310546, 30.0075259763976)",False
"(119.96745478161732, 30.04001861532683)",False
"(120.04695305542563, 29.95514802988275)",False
"(119.9725586544229, 30.04361277597708)",False
"(119.95593526608667, 30.03696762593034)",False
"(120.0, 30.05682439640913)",False
"(120.01705869002765, 30.06062322102154)",False
"(119.96153714692649, 30.03226798935021)",False
"(120.00372086180676, 30.06829061201525)",False
"(119.99642083389105, 30.06569000859997)",False
"(119.94171795520982, 29.99149824651709)",False
"(120.0191352440058, 29.93199711555908)",False
"(120.04716781260969, 29.99311950847677)",False
"(120.04142320225442, 29.95508333134567)",False
"(120.01619388910689, 30.01032466497211)",True
"(120.04894021839168, 30.01078010635279)",False
"(119.96221089098033, 30.04646666676559)",False
"(119.9540280976099, 30.03856762403707)",False
"(120.0477124532909, 29.95442261403812)",False
"(120.00925963369471, 29.94395002789823)",False
"(119.97850126152336, 29.93730020523469)",False
"(120.03563755330796, 30.03404282131441)",False
"(120.02479214001245, 30.06083652874416)",False
"(119.94688650393181, 29.98425308555929)",False
"(120.03368750149075, 30.04142320225442)",False
"(120.02438943479265, 29.94877261452264)",False
"(120.05349033559915, 29.97554538011108)",False
"(119.96413691604289, 29.95590163370738)",False
"(120.02622637698988, 30.06435595058753)",False
"(120.05599203929859, 29.98766658265156)",False
"(119.93949485975406, 29.98667247780707)",False
"(120.04419499146759, 30.01658129558315)",False
"(120.03166147267171, 29.96106806595575)",False
"(120.02731400685948, 29.95658960458581)",False
"(120.04420408547234, 30.02020914798262)",False
"(119.94435682415563, 29.98774342712145)",False
"(119.94629561976917, 29.97985092488659)",False
"(120.06260864692663, 29.99545163205216)",False
"(120.03776977192571, 29.96831346348828)",False
"(119.98447928873235, 30.06980069989746)",False
"(120.01490537704717, 29.93296661910748)",False
"(120.03193416768309, 29.94189524214115)",False
"(119.98249836445821, 29.94895751870652)",False
"(119.98557323087171, 29.94873010693827)",False
"(120.04405674978119, 30.04208527020737)",False
"(119.94689117949066, 30.03371358509796)",False
"(119.95415697746408, 29.98640861161446)",False
"(119.95759266314636, 30.03107589477995)",False
"(119.9438056456022, 30.02569083856567)",False
"(119.95389706078639, 30.00672515567089)",False
"(120.05417234100788, 30.01606083730223)",False
"(119.9892858276379, 29.93514548395885)",False
"(120.0222489188424, 29.93511234872299)",False
"(119.98822951238542, 30.05293496280315)",False
"(120.0184153707594, 29.94629266417676)",False
"(120.0, 29.94131201574643)",False
"(120.02546015282485, 29.99170720915877)",True
"(120.04808765529377, 29.95406420181407)",False
"(120.05422528221204, 29.98805574783959)",False
"(119.96539971530636, 29.95170515867444)",False
"(120.04680909680538, 30.00340056854809)",False
"(120.03599469204693, 30.04426019570359)",False
"(119.97506072433373, 29.93880242043776)",False
"(119.94276854250207, 30.01696779408721)",False
"(120.04024131384818, 29.95636489547012)",False
"(119.9529240621254, 30.02988389917871)",False
"(120.04137304315219, 30.0508735839268)",False
"(119.94096088173316, 29.98699539979985)",False
"(119.97528175624734, 30.06065519740566)",False
"(119.97684751240976, 30.0675228559011)",False
"(119.96042509072274, 29.94476161161848)",False
"(120.04608040348349, 29.95003336048206)",False
"(119.97947751320802, 29.94014738533015)",False
"(120.05845221170644, 29.99147342382636)",False
"(120.04564626383487, 29.98994545600901)",False
"(119.94833468113838, 30.02362026186691)",False
"(120.05650396750906, 29.97416761304314)",False
"(119.94146022592925, 29.98264432052284)",False
"(120.03418982886639, 30.03707326162541)",False
"(120.06066584475275, 29.9866370792794)",False
"(119.98530545927429, 29.9339148052149)",False
"(119.98889609479318, 29.93278637173107)",False
